KO	FunkFam	CS	Pathway	Description	KODescription	KOCount	FunkFamCount
K18649	5_174181	Low	map00053	Ascorbate and aldarate metabolism	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	334
K18649	5_174181	Low	map00340	Histidine metabolism	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	334
K18649	5_174181	Low	map00562	Inositol phosphate metabolism	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	334
K18649	5_174181	Low	map01100	Metabolic pathways	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	334
K18649	5_174181	Low	map01110	Biosynthesis of secondary metabolites	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	334
K18649	5_174181	Low	map01130	Biosynthesis of antibiotics	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	334
K18649	5_174181	Low	map01230	Biosynthesis of amino acids	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	334
K18649	5_174181	Low	map04070	Phosphatidylinositol signaling system	IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	3727	334
K20266	5_174181	Low	map02024	Quorum sensing	trbJ; type IV secretion system protein TrbJ	1828	334
K20527	5_174181	Low	map02024	Quorum sensing	trbB; type IV secretion system protein TrbB [EC:7.4.2.8]	1731	334
K20528	5_174181	Low	map02024	Quorum sensing	trbC; type IV secretion system protein TrbC	1721	334
K20529	5_174181	Low	map02024	Quorum sensing	trbD; type IV secretion system protein TrbD	1698	334
K20530	5_174181	Low	map02024	Quorum sensing	trbE; type IV secretion system protein TrbE [EC:7.4.2.8]	1806	334
K20531	5_174181	Low	map02024	Quorum sensing	trbF; type IV secretion system protein TrbF	1800	334
K20532	5_174181	Low	map02024	Quorum sensing	trbG; type IV secretion system protein TrbG	2241	334
K20533	5_174181	Low	map02024	Quorum sensing	trbI; type IV secretion system protein TrbI	1923	334
K02092	5_175709	Low	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	318
K02092	5_175709	Low	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	318
K02093	5_175709	Low	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	318
K02093	5_175709	Low	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	318
K02094	5_175709	High	map00196	Photosynthesis - antenna proteins	apcC; phycobilisome core linker protein	322	318
K02094	5_175709	High	map01100	Metabolic pathways	apcC; phycobilisome core linker protein	322	318
K02095	5_175709	High	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	318
K02095	5_175709	High	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	318
K02096	5_175709	High	map00196	Photosynthesis - antenna proteins	apcE; phycobilisome core-membrane linker protein	316	318
K02096	5_175709	High	map01100	Metabolic pathways	apcE; phycobilisome core-membrane linker protein	316	318
K02097	5_175709	Low	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	318
K02097	5_175709	Low	map01100	Metabolic pathways	apcF; phycobilisome core component	334	318
K02284	5_175709	High	map00196	Photosynthesis - antenna proteins	cpcA; phycocyanin alpha chain	343	318
K02284	5_175709	High	map01100	Metabolic pathways	cpcA; phycocyanin alpha chain	343	318
K02289	5_175709	Low	map00196	Photosynthesis - antenna proteins	cpcF; phycocyanobilin lyase subunit beta [EC:4.4.1.32]	301	318
K02289	5_175709	Low	map01100	Metabolic pathways	cpcF; phycocyanobilin lyase subunit beta [EC:4.4.1.32]	301	318
K02290	5_175709	High	map00196	Photosynthesis - antenna proteins	cpcG; phycobilisome rod-core linker protein	332	318
K02290	5_175709	High	map01100	Metabolic pathways	cpcG; phycobilisome rod-core linker protein	332	318
K02628	5_175709	Low	map00196	Photosynthesis - antenna proteins	pecA; phycoerythrocyanin alpha chain	332	318
K02628	5_175709	Low	map01100	Metabolic pathways	pecA; phycoerythrocyanin alpha chain	332	318
K02629	5_175709	High	map00196	Photosynthesis - antenna proteins	pecB; phycoerythrocyanin beta chain	321	318
K02629	5_175709	High	map01100	Metabolic pathways	pecB; phycoerythrocyanin beta chain	321	318
K02630	5_175709	High	map00196	Photosynthesis - antenna proteins	pecC; phycoerythrocyanin-associated rod linker protein	309	318
K02630	5_175709	High	map01100	Metabolic pathways	pecC; phycoerythrocyanin-associated rod linker protein	309	318
K02713	5_175709	Low	map00195	Photosynthesis	psbL; photosystem II PsbL protein	216	318
K02719	5_175709	High	map00195	Photosynthesis	psbU; photosystem II PsbU protein	337	318
K02720	5_175709	High	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	318
K08903	5_175709	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	318
K02285	5_17576	Low	map00196	Photosynthesis - antenna proteins	cpcB; phycocyanin beta chain	391	347
K02285	5_17576	Low	map01100	Metabolic pathways	cpcB; phycocyanin beta chain	391	347
K02689	5_17576	High	map00195	Photosynthesis	psaA; photosystem I P700 chlorophyll a apoprotein A1	380	347
K02689	5_17576	High	map01100	Metabolic pathways	psaA; photosystem I P700 chlorophyll a apoprotein A1	380	347
K02690	5_17576	High	map00195	Photosynthesis	psaB; photosystem I P700 chlorophyll a apoprotein A2	372	347
K02690	5_17576	High	map01100	Metabolic pathways	psaB; photosystem I P700 chlorophyll a apoprotein A2	372	347
K02691	5_17576	Low	map00195	Photosynthesis	psaC; photosystem I subunit VII	390	347
K02691	5_17576	Low	map01100	Metabolic pathways	psaC; photosystem I subunit VII	390	347
K02698	5_17576	Low	map00195	Photosynthesis	psaK; photosystem I subunit X	402	347
K02699	5_17576	High	map00195	Photosynthesis	psaL; photosystem I subunit XI	400	347
K02707	5_17576	Low	map00195	Photosynthesis	psbE; photosystem II cytochrome b559 subunit alpha	390	347
K02707	5_17576	Low	map01100	Metabolic pathways	psbE; photosystem II cytochrome b559 subunit alpha	390	347
K02709	5_17576	Low	map00195	Photosynthesis	psbH; photosystem II PsbH protein	389	347
K02716	5_17576	High	map00195	Photosynthesis	psbO; photosystem II oxygen-evolving enhancer protein 1	396	347
K02724	5_17576	High	map00195	Photosynthesis	psbZ; photosystem II PsbZ protein	376	347
K05382	5_17576	Low	map00196	Photosynthesis - antenna proteins	cpeS; phycoerythrin-associated linker protein	395	347
K05382	5_17576	Low	map01100	Metabolic pathways	cpeS; phycoerythrin-associated linker protein	395	347
K05583	5_17576	Low	map00190	Oxidative phosphorylation	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	351	347
K05583	5_17576	Low	map01100	Metabolic pathways	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	351	347
K05585	5_17576	Low	map00190	Oxidative phosphorylation	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	347
K05585	5_17576	Low	map01100	Metabolic pathways	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	389	347
K08903	5_17576	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	347
K00647	5_182252	Low	map00061	Fatty acid biosynthesis	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	9055	981
K00647	5_182252	Low	map00780	Biotin metabolism	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	9055	981
K00647	5_182252	Low	map01100	Metabolic pathways	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	9055	981
K00647	5_182252	Low	map01212	Fatty acid metabolism	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	9055	981
K02092	5_187076	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	251
K02092	5_187076	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	251
K02093	5_187076	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	251
K02093	5_187076	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	251
K02095	5_187076	High	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	251
K02095	5_187076	High	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	251
K02096	5_187076	Low	map00196	Photosynthesis - antenna proteins	apcE; phycobilisome core-membrane linker protein	316	251
K02096	5_187076	Low	map01100	Metabolic pathways	apcE; phycobilisome core-membrane linker protein	316	251
K02097	5_187076	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	251
K02097	5_187076	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	251
K02720	5_187076	Low	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	251
K09834	5_187076	High	map00130	Ubiquinone and other terpenoid-quinone biosynthesis	VTE1, SXD1; tocopherol cyclase [EC:5.5.1.24]	238	251
K09834	5_187076	High	map01100	Metabolic pathways	VTE1, SXD1; tocopherol cyclase [EC:5.5.1.24]	238	251
K09834	5_187076	High	map01110	Biosynthesis of secondary metabolites	VTE1, SXD1; tocopherol cyclase [EC:5.5.1.24]	238	251
K11522	5_187076	Low	map02020	Two-component system	pixG; two-component system, chemotaxis family, response regulator PixG	239	251
K02092	5_19015	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	345
K02092	5_19015	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	345
K02093	5_19015	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	345
K02093	5_19015	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	345
K02094	5_19015	High	map00196	Photosynthesis - antenna proteins	apcC; phycobilisome core linker protein	322	345
K02094	5_19015	High	map01100	Metabolic pathways	apcC; phycobilisome core linker protein	322	345
K02095	5_19015	High	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	345
K02095	5_19015	High	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	345
K02096	5_19015	High	map00196	Photosynthesis - antenna proteins	apcE; phycobilisome core-membrane linker protein	316	345
K02096	5_19015	High	map01100	Metabolic pathways	apcE; phycobilisome core-membrane linker protein	316	345
K02097	5_19015	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	345
K02097	5_19015	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	345
K02284	5_19015	High	map00196	Photosynthesis - antenna proteins	cpcA; phycocyanin alpha chain	343	345
K02284	5_19015	High	map01100	Metabolic pathways	cpcA; phycocyanin alpha chain	343	345
K02290	5_19015	High	map00196	Photosynthesis - antenna proteins	cpcG; phycobilisome rod-core linker protein	332	345
K02290	5_19015	High	map01100	Metabolic pathways	cpcG; phycobilisome rod-core linker protein	332	345
K02628	5_19015	High	map00196	Photosynthesis - antenna proteins	pecA; phycoerythrocyanin alpha chain	332	345
K02628	5_19015	High	map01100	Metabolic pathways	pecA; phycoerythrocyanin alpha chain	332	345
K02629	5_19015	High	map00196	Photosynthesis - antenna proteins	pecB; phycoerythrocyanin beta chain	321	345
K02629	5_19015	High	map01100	Metabolic pathways	pecB; phycoerythrocyanin beta chain	321	345
K02630	5_19015	High	map00196	Photosynthesis - antenna proteins	pecC; phycoerythrocyanin-associated rod linker protein	309	345
K02630	5_19015	High	map01100	Metabolic pathways	pecC; phycoerythrocyanin-associated rod linker protein	309	345
K02693	5_19015	Low	map00195	Photosynthesis	psaE; photosystem I subunit IV	390	345
K02693	5_19015	Low	map01100	Metabolic pathways	psaE; photosystem I subunit IV	390	345
K02704	5_19015	Low	map00195	Photosynthesis	psbB; photosystem II CP47 chlorophyll apoprotein	399	345
K02704	5_19015	Low	map01100	Metabolic pathways	psbB; photosystem II CP47 chlorophyll apoprotein	399	345
K02707	5_19015	High	map00195	Photosynthesis	psbE; photosystem II cytochrome b559 subunit alpha	390	345
K02707	5_19015	High	map01100	Metabolic pathways	psbE; photosystem II cytochrome b559 subunit alpha	390	345
K02713	5_19015	High	map00195	Photosynthesis	psbL; photosystem II PsbL protein	216	345
K02720	5_19015	Low	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	345
K05379	5_19015	Low	map00196	Photosynthesis - antenna proteins	cpeD, mpeD; phycoerythrin-associated linker protein	213	345
K05379	5_19015	Low	map01100	Metabolic pathways	cpeD, mpeD; phycoerythrin-associated linker protein	213	345
K05380	5_19015	Low	map00196	Photosynthesis - antenna proteins	cpeE; phycoerythrin-associated linker protein	250	345
K05380	5_19015	Low	map01100	Metabolic pathways	cpeE; phycoerythrin-associated linker protein	250	345
K02092	5_193823	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	221
K02092	5_193823	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	221
K02093	5_193823	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	221
K02093	5_193823	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	221
K02095	5_193823	High	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	221
K02095	5_193823	High	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	221
K02097	5_193823	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	221
K02097	5_193823	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	221
K02720	5_193823	Low	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	221
K02094	5_19502	Low	map00196	Photosynthesis - antenna proteins	apcC; phycobilisome core linker protein	322	263
K02094	5_19502	Low	map01100	Metabolic pathways	apcC; phycobilisome core linker protein	322	263
K02692	5_19502	Low	map00195	Photosynthesis	psaD; photosystem I subunit II	401	263
K02692	5_19502	Low	map01100	Metabolic pathways	psaD; photosystem I subunit II	401	263
K02699	5_19502	High	map00195	Photosynthesis	psaL; photosystem I subunit XI	400	263
K02707	5_19502	Low	map00195	Photosynthesis	psbE; photosystem II cytochrome b559 subunit alpha	390	263
K02707	5_19502	Low	map01100	Metabolic pathways	psbE; photosystem II cytochrome b559 subunit alpha	390	263
K02716	5_19502	High	map00195	Photosynthesis	psbO; photosystem II oxygen-evolving enhancer protein 1	396	263
K05382	5_19502	High	map00196	Photosynthesis - antenna proteins	cpeS; phycoerythrin-associated linker protein	395	263
K05382	5_19502	High	map01100	Metabolic pathways	cpeS; phycoerythrin-associated linker protein	395	263
K08903	5_19502	High	map00195	Photosynthesis	psb28; photosystem II 13kDa protein	401	263
K14267	5_196548	Low	map00300	Lysine biosynthesis	dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	10016	1725
K14267	5_196548	Low	map01100	Metabolic pathways	dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	10016	1725
K14267	5_196548	Low	map01120	Microbial metabolism in diverse environments	dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	10016	1725
K14267	5_196548	Low	map01230	Biosynthesis of amino acids	dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	10016	1725
K11522	5_201317	Low	map02020	Two-component system	pixG; two-component system, chemotaxis family, response regulator PixG	239	161
K19813	5_204519	Low	map00030	Pentose phosphate pathway	gdh; glucose dehydrogenase [EC:1.1.5.9]	3193	433
K19813	5_204519	Low	map01100	Metabolic pathways	gdh; glucose dehydrogenase [EC:1.1.5.9]	3193	433
K19813	5_204519	Low	map01110	Biosynthesis of secondary metabolites	gdh; glucose dehydrogenase [EC:1.1.5.9]	3193	433
K19813	5_204519	Low	map01130	Biosynthesis of antibiotics	gdh; glucose dehydrogenase [EC:1.1.5.9]	3193	433
K02092	5_205191	High	map00196	Photosynthesis - antenna proteins	apcA; allophycocyanin alpha subunit	330	221
K02092	5_205191	High	map01100	Metabolic pathways	apcA; allophycocyanin alpha subunit	330	221
K02093	5_205191	High	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	221
K02093	5_205191	High	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	221
K02095	5_205191	High	map00196	Photosynthesis - antenna proteins	apcD; allophycocyanin-B	331	221
K02095	5_205191	High	map01100	Metabolic pathways	apcD; allophycocyanin-B	331	221
K02097	5_205191	High	map00196	Photosynthesis - antenna proteins	apcF; phycobilisome core component	334	221
K02097	5_205191	High	map01100	Metabolic pathways	apcF; phycobilisome core component	334	221
K02720	5_205191	Low	map00195	Photosynthesis	psbV; photosystem II cytochrome c550	347	221
K07235	5_205768	Low	map04122	Sulfur relay system	tusD, dsrE; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]	3982	330
K11179	5_205768	Low	map04122	Sulfur relay system	tusE, dsrC; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]	4541	330
K11901	5_205768	Low	map02025	Biofilm formation - Pseudomonas aeruginosa	impB; type VI secretion system protein ImpB	3675	330
K11903	5_205768	Low	map02025	Biofilm formation - Pseudomonas aeruginosa	hcp; type VI secretion system secreted protein Hcp	3823	330
K11903	5_205768	Low	map03070	Bacterial secretion system	hcp; type VI secretion system secreted protein Hcp	3823	330
K11904	5_205768	Low	map03070	Bacterial secretion system	vgrG; type VI secretion system secreted protein VgrG	3506	330
K02093	5_206290	Low	map00196	Photosynthesis - antenna proteins	apcB; allophycocyanin beta subunit	334	110
K02093	5_206290	Low	map01100	Metabolic pathways	apcB; allophycocyanin beta subunit	334	110
